User;Date;Time;Number;Result
9991;2020/01/01;13:00:00;790175614;Voicemail
9991;2020/01/01;13:01:00;617599361;Voicemail
9991;2020/01/01;13:02:00;614004506;Voicemail
9991;2020/01/01;13:03:00;658913468;Voicemail
9991;2020/01/01;13:04:00;670256757;Voicemail
9991;2020/01/01;13:05:00;603330548;Voicemail
9991;2020/01/01;13:06:00;671317429;Voicemail
9991;2020/01/01;13:07:00;818253629;Voicemail
9991;2020/01/01;13:08:00;798464230;Voicemail
9991;2020/01/01;13:09:00;767024489;Voicemail
9991;2020/01/01;13:10:00;670410293;Voicemail
9991;2020/01/01;13:11:00;677706180;Voicemail
9991;2020/01/01;13:12:00;839732726;Voicemail
9991;2020/01/01;13:13:00;812144895;Voicemail
9991;2020/01/01;13:14:00;840546149;Voicemail
9991;2020/01/01;13:15:00;792140455;Voicemail
9991;2020/01/01;13:16:00;713707232;Voicemail
9991;2020/01/01;13:17:00;832833570;Voicemail
9991;2020/01/01;13:18:00;737546225;Voicemail
9991;2020/01/01;13:19:00;760293105;Voicemail
9991;2020/01/01;13:20:00;615409847;Voicemail
9991;2020/01/01;13:21:00;764227347;Voicemail
9991;2020/01/01;13:22:00;735406574;Voicemail
9991;2020/01/01;13:23:00;638078556;Voicemail
9991;2020/01/01;13:24:00;845142555;Voicemail
9991;2020/01/01;13:25:00;810311318;Voicemail
9991;2020/01/01;13:26:00;679938594;Voicemail
9991;2020/01/01;13:27:00;607823240;Voicemail
9991;2020/01/01;13:28:00;797143091;Answered
9991;2020/01/01;14:00:00;769878592;Voicemail
9991;2020/01/01;14:01:00;842319298;Voicemail
9991;2020/01/01;14:03:00;613436363;Answered
9991;2020/01/01;14:05:00;725836322;Answered
9991;2020/01/01;14:07:00;641105517;Answered
9991;2020/01/01;14:09:00;795343055;Answered
9991;2020/01/01;14:10:00;795069749;Answered
9991;2020/01/01;14:30:00;656983587;Voicemail
9991;2020/01/01;14:31:00;835722627;Voicemail
9991;2020/01/01;14:32:00;768412213;Voicemail
9991;2020/01/01;14:33:00;662057121;Voicemail
9991;2020/01/01;14:34:00;738212667;Voicemail
9991;2020/01/01;14:35:00;680584370;Voicemail
9991;2020/01/01;14:36:00;842447718;Voicemail
9991;2020/01/01;14:37:00;727443871;Voicemail
9991;2020/01/01;14:38:00;674007967;Voicemail
9991;2020/01/01;14:39:00;604419892;Voicemail
9991;2020/01/01;14:40:00;768700046;Voicemail
9991;2020/01/01;14:41:00;785160358;Voicemail
9991;2020/01/01;14:42:00;725084930;Voicemail
9991;2020/01/01;14:43:00;769250649;Voicemail
9991;2020/01/01;14:44:00;815503879;Voicemail
9991;2020/01/01;14:45:00;722370897;Voicemail
9991;2020/01/01;14:46:00;671567771;Voicemail
9991;2020/01/01;14:47:00;616751081;Voicemail
9991;2020/01/01;14:48:00;710619171;Voicemail
9991;2020/01/01;14:49:00;813066374;Voicemail
9991;2020/01/01;14:50:00;613292985;Voicemail
9991;2020/01/01;14:51:00;659399341;Voicemail
9991;2020/01/01;14:52:00;716137894;Answered
9991;2020/01/01;15:01:00;847835469;Answered
9991;2020/01/01;15:15:00;652379138;Voicemail
9991;2020/01/01;15:16:00;738319507;Voicemail
9991;2020/01/01;15:17:00;765487805;Voicemail
9991;2020/01/01;15:18:00;658803768;Voicemail
9991;2020/01/01;15:19:00;606462077;Voicemail
9991;2020/01/01;15:20:00;762250814;Voicemail
9991;2020/01/01;15:21:00;797216595;Voicemail
9991;2020/01/01;15:22:00;83186002;Voicemail
9991;2020/01/01;15:23:00;637454918;Voicemail
9991;2020/01/01;15:24:00;720413617;Voicemail
9991;2020/01/01;15:25:00;839440660;Voicemail
9991;2020/01/01;15:26:00;623286474;Voicemail
9991;2020/01/01;15:27:00;842447718;Voicemail
9991;2020/01/01;15:28:00;727443871;Voicemail
9991;2020/01/01;15:29:00;674007967;Voicemail
9991;2020/01/01;15:30:00;604419892;Answered
9991;2020/01/01;15:45:00;768700046;Answered
9991;2020/01/01;15:47:00;785160358;Answered
9991;2020/01/01;16:00:00;725084930;Voicemail
9991;2020/01/02;07:30:00;769250649;Voicemail
9991;2020/01/02;07:31:00;815503879;Voicemail
9991;2020/01/02;07:32:00;722370897;Voicemail
9991;2020/01/02;07:33:00;719113115;Voicemail
9991;2020/01/02;07:34:00;672259688;Voicemail
9991;2020/01/02;07:35:00;818043424;Voicemail
9991;2020/01/02;07:36:00;644918829;Voicemail
9991;2020/01/02;07:37:00;825909687;Voicemail
9991;2020/01/02;07:38:00;767972795;Voicemail
9991;2020/01/02;07:39:00;814716427;Voicemail
9991;2020/01/02;07:40:00;679499332;Voicemail
9991;2020/01/02;07:41:00;679499332;Voicemail
9991;2020/01/02;07:42:00;676866782;Voicemail
9991;2020/01/02;07:43:00;817615585;Voicemail
9991;2020/01/02;07:44:00;734974808;Voicemail
9991;2020/01/02;07:45:00;610789026;Answered
9991;2020/01/02;08:00:00;792994118;Voicemail
9991;2020/01/02;08:01:00;716894644;Voicemail
9991;2020/01/02;08:02:00;608626652;Voicemail
9991;2020/01/02;08:03:00;797086276;Voicemail
9991;2020/01/02;08:04:00;767694852;Voicemail
9991;2020/01/02;08:05:00;747917200;Voicemail
9991;2020/01/02;08:06:00;727678258;Voicemail
9991;2020/01/02;08:07:00;784061018;Voicemail
9991;2020/01/02;08:08:00;607130930;Answered
9991;2020/01/02;08:31:00;760777798;Voicemail
9991;2020/01/02;08:32:00;760777798;Voicemail
9991;2020/01/02;08:33:00;727498995;Voicemail
9991;2020/01/02;08:34:00;840610216;Voicemail
9991;2020/01/02;08:35:00;796827324;Wrong Number
9991;2020/01/02;08:36:00;766733364;Wrong Number
9991;2020/01/02;08:37:00;781728031;Voicemail
9991;2020/01/02;08:38:00;680564211;Voicemail
9991;2020/01/02;08:39:00;843543124;Voicemail
9991;2020/01/02;08:40:00;634143236;Voicemail
9991;2020/01/02;08:41:00;719269986;Voicemail
9991;2020/01/02;08:42:00;786611076;Voicemail
9991;2020/01/02;08:43:00;786611076;Voicemail
9991;2020/01/02;08:44:00;726467361;Voicemail
9991;2020/01/02;08:45:00;739904823;Voicemail
9991;2020/01/02;08:46:00;619667089;Voicemail
9991;2020/01/02;08:47:00;810643603;Voicemail
9991;2020/01/02;08:48:00;712411599;Voicemail
9991;2020/01/02;08:49:00;646107510;Answered
9991;2020/01/02;09:12:00;671848253;Voicemail
9991;2020/01/02;09:13:00;799490066;Answered
9991;2020/01/02;09:14:00;825809772;Voicemail
9991;2020/01/02;09:15:00;717022422;Voicemail
9991;2020/01/02;09:16:00;845142555;Voicemail
9991;2020/01/02;09:17:00;768122396;Voicemail
9991;2020/01/02;09:18:00;764659877;Voicemail
9991;2020/01/02;09:19:00;823895004;Voicemail
9991;2020/01/02;09:20:00;823895004;Voicemail
9991;2020/01/02;09:21:00;791344080;Answered
9991;2020/01/02;09:22:00;761470790;Voicemail
9991;2020/01/02;09:45:00;794003587;Answered
9991;2020/01/02;09:46:00;730750730;Voicemail
9991;2020/01/02;09:47:00;814204272;Voicemail
9991;2020/01/02;09:48:00;677840019;Voicemail
9991;2020/01/02;09:49:00;767471691;Voicemail
9991;2020/01/02;09:50:00;718312838;Voicemail
9991;2020/01/02;09:51:00;722557411;Voicemail
9991;2020/01/02;09:52:00;609261423;Voicemail
9991;2020/01/02;09:53:00;787536121;Voicemail
9991;2020/01/02;09:54:00;711309242;Wrong Number
9991;2020/01/02;09:55:00;664992699;Answered
9991;2020/01/02;09:56:00;723916978;Voicemail
9991;2020/01/02;09:57:00;813322469;Voicemail
9991;2020/01/02;09:58:00;795275621;Voicemail
9991;2020/01/02;09:59:00;604112298;Answered
9991;2020/01/02;10:00:00;742654074;Voicemail
9991;2020/01/02;10:01:00;833569310;Voicemail
9991;2020/01/02;10:02:00;609032837;Voicemail
9991;2020/01/02;10:03:00;797201547;Voicemail
9991;2020/01/02;10:04:00;849036793;Voicemail
9991;2020/01/02;10:05:00;649187193;Voicemail
9991;2020/01/02;10:06:00;762469426;Answered
9991;2020/01/02;10:35:00;647713868;Voicemail
9991;2020/01/02;10:36:00;785029003;Voicemail
9991;2020/01/02;10:37:00;714527179;Voicemail
9991;2020/01/02;10:38:00;714437723;Voicemail
9991;2020/01/02;10:39:00;799787966;Voicemail
9991;2020/01/02;10:40:00;842866500;Voicemail
9991;2020/01/02;10:41:00;736197442;Voicemail
9991;2020/01/02;10:42:00;648067583;Voicemail
9991;2020/01/02;10:43:00;795931958;Voicemail
9991;2020/01/02;10:44:00;836650225;Voicemail
9991;2020/01/02;10:45:00;766790997;Voicemail
9991;2020/01/02;10:46:00;833569310;Voicemail
9991;2020/01/02;10:47:00;676401106;Answered
9991;2020/01/02;11:03:00;792764838;Voicemail
9991;2020/01/02;11:04:00;835465766;Wrong Number
9991;2020/01/02;11:05:00;769754944;Voicemail
9991;2020/01/02;11:06:00;825387484;Voicemail
9991;2020/01/02;11:07:00;783838925;Voicemail
9991;2020/01/02;11:08:00;783895593;Voicemail
9991;2020/01/02;11:09:00;676853409;Voicemail
9991;2020/01/02;11:10:00;691512972;Voicemail
9991;2020/01/02;11:11:00;664992699;Voicemail
9991;2020/01/02;11:12:00;836699139;Voicemail
9991;2020/01/02;11:13:00;792069816;Voicemail
9991;2020/01/02;11:14:00;796174504;Voicemail
9991;2020/01/02;11:15:00;739451716;Voicemail
9991;2020/01/02;11:16:00;722409542;Voicemail
9991;2020/01/02;11:17:00;829524628;Answered
9991;2020/01/02;11:18:00;736934721;Voicemail
9991;2020/01/02;11:19:00;812547305;Voicemail
9991;2020/01/02;11:20:00;647274762;Voicemail
9991;2020/01/02;11:21:00;634946333;Voicemail
9991;2020/01/02;11:22:00;636691928;Voicemail
9991;2020/01/02;11:23:00;725908756;Voicemail
9991;2020/01/02;11:24:00;680305614;Voicemail
9991;2020/01/02;11:25:00;793285917;Voicemail
9991;2020/01/02;11:26:00;724772123;Voicemail
9991;2020/01/02;11:27:00;817913315;Voicemail
9991;2020/01/02;11:28:00;823930836;Voicemail
9991;2020/01/02;11:29:00;630059747;Voicemail
9991;2020/01/02;11:30:00;630059747;Voicemail
9991;2020/01/02;11:31:00;783214035;Answered
9991;2020/01/02;11:32:00;829772422;Voicemail
9991;2020/01/02;11:33:00;607272446;Voicemail
9991;2020/01/02;11:34:00;829490998;Voicemail
9991;2020/01/02;11:35:00;766905794;Voicemail
9991;2020/01/02;11:36:00;629212933;Answered
9991;2020/01/02;12:00:00;647997909;Answered
9991;2020/01/02;13:00:00;615149722;Answered
9991;2020/01/02;13:01:00;647997909;Voicemail
9991;2020/01/02;13:02:00;634153391;Voicemail
9991;2020/01/02;13:03:00;820490484;Voicemail
9991;2020/01/02;13:04:00;711868767;Voicemail
9991;2020/01/02;13:05:00;728309917;Voicemail
9991;2020/01/02;13:06:00;613076241;Voicemail
9991;2020/01/02;13:07:00;609269499;Voicemail
9991;2020/01/02;13:08:00;795704929;Voicemail
9991;2020/01/02;13:09:00;649444211;Wrong Number
9991;2020/01/02;13:10:00;769569888;Answered
9991;2020/01/02;13:11:00;729660652;Voicemail
9991;2020/01/02;13:12:00;632496653;Answered
9991;2020/01/02;13:20:00;788644367;Voicemail
9991;2020/01/02;13:21:00;783895593;Voicemail
9991;2020/01/02;13:22:00;783895593;Voicemail
9991;2020/01/02;13:23:00;783895592;Voicemail
9991;2020/01/02;13:24:00;786606277;Voicemail
9991;2020/01/02;13:25:00;849173891;Voicemail
9991;2020/01/02;13:26:00;823850827;Voicemail
9991;2020/01/02;13:27:00;662328094;Voicemail
9991;2020/01/02;13:28:00;631887285;Voicemail
9991;2020/01/02;13:29:00;631887285;Voicemail
9991;2020/01/02;13:30:00;814716427;Voicemail
9991;2020/01/02;13:31:00;817323618;Voicemail
9991;2020/01/02;13:32:00;678635060;Voicemail
9991;2020/01/02;13:33:00;765544139;Voicemail
9991;2020/01/02;13:34:00;641100727;Answered
9991;2020/01/02;14:00:00;680350052;Answered
9991;2020/01/02;14:15:00;649773666;Answered
9991;2020/01/02;14:26:00;764315915;Voicemail
9991;2020/01/02;14:27:00;786745815;Voicemail
9991;2020/01/02;14:28:00;835150087;Voicemail
9991;2020/01/02;14:29:00;719933531;Voicemail
9991;2020/01/02;14:30:00;607823240;Voicemail
9991;2020/01/02;14:31:00;788737514;Voicemail
9991;2020/01/02;14:32:00;631271280;Voicemail
9991;2020/01/02;14:33:00;694067682;Voicemail
9991;2020/01/02;14:34:00;796854189;Voicemail
9991;2020/01/02;14:35:00;787673780;Voicemail
9991;2020/01/02;14:36:00;842160620;Voicemail
9991;2020/01/02;14:37:00;789742398;Voicemail
9991;2020/01/02;14:38:00;603987789;Answered
9991;2020/01/02;15:14:00;673856418;Answered
9991;2020/01/02;15:16:00;679317226;Voicemail
9991;2020/01/02;15:18:00;649335965;Voicemail
9991;2020/01/02;15:19:00;663173733;Voicemail
9991;2020/01/02;15:20:00;663173733;Voicemail
9991;2020/01/02;15:21:00;631560467;Voicemail
9991;2020/01/02;15:22:00;835150087;Voicemail
9991;2020/01/02;15:23:00;786322828;Voicemail
9991;2020/01/02;15:24:00;681965735;Voicemail
9991;2020/01/02;15:25:00;634957131;Voicemail
9991;2020/01/02;15:26:00;826721235;Voicemail
9991;2020/01/02;15:27:00;793478117;Voicemail
9991;2020/01/02;15:28:00;637140635;Voicemail
9991;2020/01/02;15:29:00;637140635;Answered
9991;2020/01/02;16:00:00;670955338;Voicemail
9987;2020/01/01;07:00:00;798376484;Voicemail
9987;2020/01/01;07:01:00;780346931;Wrong Number
9987;2020/01/01;07:02:00;827199050;Voicemail
9987;2020/01/01;07:03:00;827199050;Voicemail
9987;2020/01/01;07:04:00;623169183;Voicemail
9987;2020/01/01;07:05:00;734974808;Voicemail
9987;2020/01/01;07:06:00;734974808;Voicemail
9987;2020/01/01;07:07:00;826430190;Voicemail
9987;2020/01/01;07:08:00;826403550;Voicemail
9987;2020/01/01;07:09:00;691227790;Voicemail
9987;2020/01/01;07:10:00;786606277;Voicemail
9987;2020/01/01;07:11:00;761385874;Voicemail
9987;2020/01/01;07:12:00;761385874;Voicemail
9987;2020/01/01;07:13:00;769733505;Voicemail
9987;2020/01/01;07:14:00;818382652;Voicemail
9987;2020/01/01;07:15:00;648021756;Voicemail
9987;2020/01/01;07:16:00;783574627;Voicemail
9987;2020/01/01;07:17:00;793099233;Voicemail
9987;2020/01/01;07:18:00;79309233;Voicemail
9987;2020/01/01;07:19:00;678468661;Voicemail
9987;2020/01/01;07:20:00;607236116;Voicemail
9987;2020/01/01;07:21:00;685660794;Voicemail
9987;2020/01/01;07:22:00;606273857;Answered
9987;2020/01/01;08:00:00;824322909;Answered
9987;2020/01/01;08:20:00;726397673;Voicemail
9987;2020/01/01;08:20:00;635205897;Wrong Number
9987;2020/01/01;08:21:00;713684496;Voicemail
9987;2020/01/01;08:22:00;671513215;Voicemail
9987;2020/01/01;08:23:00;678801931;Voicemail
9987;2020/01/01;08:24:00;740608729;Voicemail
9987;2020/01/01;08:25:00;738521484;Voicemail
9987;2020/01/01;08:26:00;715269189;Voicemail
9987;2020/01/01;08:27:00;628267183;Voicemail
9987;2020/01/01;08:28:00;732888855;Voicemail
9987;2020/01/01;08:29:00;833918940;Voicemail
9987;2020/01/01;08:30:00;733470996;Voicemail
9987;2020/01/01;08:31:00;818935544;Voicemail
9987;2020/01/01;08:32:00;728023810;Voicemail
9987;2020/01/01;08:33:00;814967796;Voicemail
9987;2020/01/01;08:34:00;671971351;Voicemail
9987;2020/01/01;08:35:00;655132829;Answered
9987;2020/01/01;08:45:00;663790983;Answered
9987;2020/01/01;08:46:00;663790983;Voicemail
9987;2020/01/01;08:47:00;793168266;Voicemail
9987;2020/01/01;08:48:00;833918940;Voicemail
9987;2020/01/01;08:49:00;794193358;Voicemail
9987;2020/01/01;08:50:00;769374495;Voicemail
9987;2020/01/01;08:51:00;662634338;Voicemail
9987;2020/01/01;08:52:00;792423119;Voicemail
9987;2020/01/01;08:53:00;618056864;Voicemail
9987;2020/01/01;08:54:00;769882856;Voicemail
9987;2020/01/01;08:55:00;724842524;Voicemail
9987;2020/01/01;08:56:00;764683912;Answered
9987;2020/01/01;09:09:00;827193363;Voicemail
9987;2020/01/01;09:10:00;676595619;Voicemail
9987;2020/01/01;09:11:00;678222739;Voicemail
9987;2020/01/01;09:12:00;736526848;Voicemail
9987;2020/01/01;09:13:00;629558046;Voicemail
9987;2020/01/01;09:14:00;799316348;Voicemail
9987;2020/01/01;09:15:00;711635441;Voicemail
9987;2020/01/01;09:16:00;714394900;Voicemail
9987;2020/01/01;09:17:00;651632065;Voicemail
9987;2020/01/01;09:18:00;685131743;Voicemail
9987;2020/01/01;09:19:00;631753000;Voicemail
9987;2020/01/01;09:20:00;837166258;Answered
9987;2020/01/01;10:00:00;832791655;Voicemail
9987;2020/01/01;10:01:00;665158805;Answered
9987;2020/01/01;10:05:00;730354483;Answered
9987;2020/01/01;10:25:00;724416108;Answered
9987;2020/01/01;10:30:00;682468590;Wrong Number
9987;2020/01/01;10:31:00;607015639;Voicemail
9987;2020/01/01;10:32:00;836751639;Voicemail
9987;2020/01/01;10:33:00;681099201;Voicemail
9987;2020/01/01;10:34:00;607260121;Voicemail
9987;2020/01/01;10:35:00;682172421;Voicemail
9987;2020/01/01;10:36:00;659873146;Voicemail
9987;2020/01/01;10:37:00;730249117;Voicemail
9987;2020/01/01;10:38:00;725893332;Voicemail
9987;2020/01/01;10:39:00;764782768;Voicemail
9987;2020/01/01;10:40:00;738422621;Voicemail
9987;2020/01/01;10:41:00;835722627;Answered
9987;2020/01/01;11:12:00;815825321;Voicemail
9987;2020/01/01;11:13:00;620606815;Voicemail
9987;2020/01/01;11:14:00;722655092;Voicemail
9987;2020/01/01;11:15:00;737513230;Voicemail
9987;2020/01/01;11:16:00;611296422;Voicemail
9987;2020/01/01;11:17:00;786557167;Voicemail
9987;2020/01/01;11:18:00;723216390;Voicemail
9987;2020/01/01;11:19:00;604905014;Voicemail
9987;2020/01/01;11:20:00;749989832;Voicemail
9987;2020/01/01;11:21:00;718658619;Voicemail
9987;2020/01/01;11:22:00;797421487;Voicemail
9987;2020/01/01;11:23:00;822659136;Voicemail
9987;2020/01/01;11:24:00;787448841;Voicemail
9987;2020/01/01;11:25:00;796073060;Voicemail
9987;2020/01/01;11:26:00;658688474;Voicemail
9987;2020/01/01;11:27:00;676114906;Answered
9987;2020/01/01;12:00:00;790336212;Answered
9987;2020/01/01;13:00:00;846997784;Voicemail
9987;2020/01/01;13:01:00;618828767;Voicemail
9987;2020/01/01;13:02:00;621957958;Wrong Number
9987;2020/01/01;13:03:00;634153391;Voicemail
9987;2020/01/01;13:04:00;642807469;Voicemail
9987;2020/01/01;13:05:00;608641813;Voicemail
9987;2020/01/01;13:06:00;765756783;Voicemail
9987;2020/01/01;13:07:00;786460713;Voicemail
9987;2020/01/01;13:08:00;818636528;Voicemail
9987;2020/01/01;13:09:00;793851355;Voicemail
9987;2020/01/01;13:10:00;765969581;Voicemail
9987;2020/01/01;13:11:00;769587791;Voicemail
9987;2020/01/01;13:12:00;718710725;Voicemail
9987;2020/01/01;13:13:00;749508055;Voicemail
9987;2020/01/01;13:14:00;665342018;Voicemail
9987;2020/01/01;13:15:00;643883350;Voicemail
9987;2020/01/01;13:16:00;733470996;Voicemail
9987;2020/01/01;13:17:00;744673473;Voicemail
9987;2020/01/01;13:18:00;606406969;Voicemail
9987;2020/01/01;13:19:00;742941737;Voicemail
9987;2020/01/01;13:20:00;728873451;Answered
9987;2020/01/01;13:21:00;726831256;Answered
9987;2020/01/01;14:05:00;626361209;Voicemail
9987;2020/01/01;14:06:00;727678258;Voicemail
9987;2020/01/01;14:07:00;761376521;Voicemail
9987;2020/01/01;14:08:00;761376521;Voicemail
9987;2020/01/01;14:09:00;833415601;Voicemail
9987;2020/01/01;14:10:00;629731448;Voicemail
9987;2020/01/01;14:11:00;799293321;Voicemail
9987;2020/01/01;14:12:00;769033502;Voicemail
9987;2020/01/01;14:13:00;670933249;Voicemail
9987;2020/01/01;14:14:00;793099233;Voicemail
9987;2020/01/01;14:15:00;740422440;Voicemail
9987;2020/01/01;14:36:00;798376484;Voicemail
9987;2020/01/01;14:37:00;780346931;Answered
9987;2020/01/01;14:38:00;827199050;Answered
9987;2020/01/01;14:39:00;827199050;Voicemail
9987;2020/01/01;14:40:00;623169183;Voicemail
9987;2020/01/01;14:41:00;734974808;Voicemail
9987;2020/01/01;14:42:00;734974808;Voicemail
9987;2020/01/01;14:43:00;826430190;Voicemail
9987;2020/01/01;14:44:00;826403550;Voicemail
9987;2020/01/01;14:45:00;691227790;Voicemail
9987;2020/01/01;14:46:00;786606277;Voicemail
9987;2020/01/01;14:47:00;761385874;Voicemail
9987;2020/01/01;14:48:00;761385874;Voicemail
9987;2020/01/01;14:49:00;769733505;Voicemail
9987;2020/01/01;14:50:00;818382652;Voicemail
9987;2020/01/01;14:51:00;648021756;Voicemail
9987;2020/01/01;14:52:00;783574627;Voicemail
9987;2020/01/01;14:53:00;793099233;Voicemail
9987;2020/01/01;14:54:00;79309233;Voicemail
9987;2020/01/01;14:55:00;678468661;Voicemail
9987;2020/01/01;14:56:00;607236116;Voicemail
9987;2020/01/01;14:57:00;796073060;Voicemail
9987;2020/01/01;14:58:00;658688474;Voicemail
9987;2020/01/01;14:59:00;676114906;Voicemail
9987;2020/01/01;15:00:00;790336212;Voicemail
9987;2020/01/01;15:01:00;846997784;Answered
9987;2020/01/02;08:00:00;677839116;Answered
9987;2020/01/02;08:26:00;837214871;Voicemail
9987;2020/01/02;08:27:00;837214871;Voicemail
9987;2020/01/02;08:28:00;837214871;Voicemail
9987;2020/01/02;08:29:00;814768468;Voicemail
9987;2020/01/02;08:30:00;799999304;Voicemail
9987;2020/01/02;08:31:00;837214871;Voicemail
9987;2020/01/02;08:32:00;663585001;Voicemail
9987;2020/01/02;08:33:00;733554494;Voicemail
9987;2020/01/02;08:34:00;661520543;Voicemail
9987;2020/01/02;08:35:00;761754522;Voicemail
9987;2020/01/02;08:36:00;735615982;Voicemail
9987;2020/01/02;08:37:00;730892020;Voicemail
9987;2020/01/02;08:38:00;832676661;Voicemail
9987;2020/01/02;08:39:00;818930045;Voicemail
9987;2020/01/02;08:40:00;784416879;Voicemail
9987;2020/01/02;08:41:00;794491982;Voicemail
9987;2020/01/02;08:42:00;655682673;Voicemail
9987;2020/01/02;08:43:00;655682673;Voicemail
9987;2020/01/02;08:44:00;728057469;Voicemail
9987;2020/01/02;08:45:00;817596589;Voicemail
9987;2020/01/02;08:46:00;723461988;Voicemail
9987;2020/01/02;08:47:00;691205607;Voicemail
